0.000000,0.000000
1.000000,0.000000
2.000000,0.000000
3.000000,0.000000
4.000000,0.000000
5.000000,0.000000
6.000000,0.000000
7.000000,0.000000
8.000000,0.000000
9.000000,0.000000
10.000000,0.000000
11.000000,0.000000
12.000000,0.000000
13.000000,7.000000
14.000000,7.000000
15.000000,7.500556
16.000000,7.501111
17.000000,7.501667
18.000000,7.502222
19.000000,7.502778
20.000000,7.503333
21.000000,7.503889
22.000000,7.504444
23.000000,7.505000
24.000000,7.505555
25.000000,7.506111
26.000000,7.506666
27.000000,7.507222
28.000000,7.507777
29.000000,7.508333
30.000000,7.508888
31.000000,7.509443
32.000000,7.509999
33.000000,7.510554
34.000000,7.511109
35.000000,7.511665
36.000000,7.512220
37.000000,7.512775
38.000000,5.169555
39.000000,5.143219
40.000000,3.295791
41.000000,3.259581
42.000000,3.223796
43.000000,3.188444
44.000000,3.153533
45.000000,3.119069
46.000000,3.085061
47.000000,3.051513
48.000000,4.167882
49.000000,4.158700
50.000000,4.149998
51.000000,4.141768
52.000000,4.134003
53.000000,4.126694
54.000000,4.119835
55.000000,7.501495
56.000000,7.537555
57.000000,7.573921
58.000000,8.361723
59.000000,8.405119
60.000000,8.448561
61.000000,8.492032
62.000000,8.535511
63.000000,8.578981
64.000000,8.622423
65.000000,8.665822
66.000000,8.709161
67.000000,8.752423
68.000000,8.795594
69.000000,8.838660
70.000000,8.881606
71.000000,8.924419
72.000000,8.967086
73.000000,9.009596
74.000000,9.017989
75.000000,9.062424
76.000000,9.258894
77.000000,9.298020
78.000000,9.336926
79.000000,9.375610
80.000000,9.414067
81.000000,9.452293
82.000000,9.490285
83.000000,9.528040
84.000000,9.565555
85.000000,9.602827
86.000000,9.639852
87.000000,9.676628
88.000000,9.713151
89.000000,9.749420
90.000000,9.785431
91.000000,9.821182
92.000000,9.856671
93.000000,9.891895
94.000000,9.926852
95.000000,12.458038
96.000000,12.521688
97.000000,12.583742
98.000000,12.644171
99.000000,12.992290
100.000000,13.040611
101.000000,14.053496
102.000000,14.057998
103.000000,14.062063
104.000000,14.065705
105.000000,14.068939
106.000000,14.071780
107.000000,14.074244
108.000000,14.245797
109.000000,14.168595
110.000000,14.357117
111.000000,14.377901
112.000000,14.398434
113.000000,13.118795
114.000000,13.119499
115.000000,13.120032
116.000000,13.373171
117.000000,13.363914
118.000000,13.354796
119.000000,13.280529
120.000000,13.274841
121.000000,13.269129
122.000000,13.263392
123.000000,13.569735
124.000000,13.569448
125.000000,13.049971
126.000000,13.044104
127.000000,13.038354
128.000000,13.168064
129.000000,13.164683
130.000000,13.083919
131.000000,13.081986
132.000000,13.080167
133.000000,13.078458
134.000000,13.076857
135.000000,13.145917
136.000000,13.148756
137.000000,13.151768
138.000000,13.575457
139.000000,13.584792
140.000000,13.594286
141.000000,13.603934
142.000000,13.613728
143.000000,13.623663
144.000000,13.633733
145.000000,15.035530
146.000000,15.069112
147.000000,15.102887
148.000000,15.136844
149.000000,15.170975
150.000000,15.205268
151.000000,15.239715
152.000000,15.274305
153.000000,15.309029
154.000000,15.343878
155.000000,15.378842
156.000000,15.407132
157.000000,15.442639
158.000000,15.478200
159.000000,15.513809
160.000000,15.549459
161.000000,15.585144
162.000000,15.620857
163.000000,15.656593
164.000000,15.692346
165.000000,15.728108
166.000000,15.763875
167.000000,15.799639
168.000000,15.835396
169.000000,15.868404
170.000000,13.728815
171.000000,13.751312
172.000000,13.716089
173.000000,13.736138
174.000000,13.887188
175.000000,14.427276
176.000000,14.417759
177.000000,14.408637
178.000000,13.872813
179.000000,13.847876
180.000000,12.720909
181.000000,12.684645
182.000000,12.648798
183.000000,12.742352
184.000000,12.709190
185.000000,12.673545
186.000000,12.611872
187.000000,12.577391
188.000000,12.543408
189.000000,12.538191
190.000000,12.503766
191.000000,12.418329
192.000000,12.385916
193.000000,12.221722
194.000000,12.189689
195.000000,11.986501
196.000000,11.896801
197.000000,11.865859
198.000000,11.775551
199.000000,11.664850
200.000000,11.637350
201.000000,11.610297
202.000000,11.583681
203.000000,11.733435
204.000000,11.714646
205.000000,11.965540
206.000000,11.664469
207.000000,11.672866
208.000000,11.898957
209.000000,11.912194
210.000000,11.925643
211.000000,11.939296
212.000000,11.953144
213.000000,11.552020
214.000000,11.557638
215.000000,11.352635
216.000000,11.349762
217.000000,11.346775
218.000000,11.343671
219.000000,11.340448
220.000000,11.337105
221.000000,11.333641
222.000000,11.330054
223.000000,11.326345
224.000000,11.322512
225.000000,11.318556
226.000000,11.314477
227.000000,11.310277
228.000000,11.145840
229.000000,11.138499
230.000000,11.496269
231.000000,11.539850
232.000000,11.538497
233.000000,11.537173
234.000000,11.533262
235.000000,11.532070
236.000000,11.405002
237.000000,11.409135
238.000000,11.413104
239.000000,11.449249
240.000000,11.451715
241.000000,11.604742
242.000000,11.600798
243.000000,11.561156
244.000000,11.509636
245.000000,11.654332
246.000000,11.655628
247.000000,11.657114
248.000000,11.658789
249.000000,11.660656
250.000000,12.409755
251.000000,12.429170
252.000000,12.448839
253.000000,11.884788
254.000000,11.880405
255.000000,11.886259
256.000000,11.854580
257.000000,11.861755
258.000000,12.237333
259.000000,12.260276
260.000000,12.273740
261.000000,12.287068
262.000000,12.300252
